id,name,type,nutrition,value,unit,url,value_level
2257,Arroz a la Cubana,entree,Protein,31,g,https://www.justonecookbook.com/wp-content/uploads/2015/05/Arroz-a-la-Cubana-400x400.jpg,1.1314021114911006
2258,Arroz a la Cubana,entree,Sodium,653,mg,https://www.justonecookbook.com/wp-content/uploads/2015/05/Arroz-a-la-Cubana-400x400.jpg,0.4901125821684491
2259,Arroz a la Cubana,entree,Potassium,1388,mg,https://www.justonecookbook.com/wp-content/uploads/2015/05/Arroz-a-la-Cubana-400x400.jpg,0.6845388060233452
2260,Arroz a la Cubana,entree,Calcium,81,mg,https://www.justonecookbook.com/wp-content/uploads/2015/05/Arroz-a-la-Cubana-400x400.jpg,-0.9038682118755978
2261,Asian Pork Chop with Ginger Soy Sauce,entree,Calories,279,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/01/Asian-Pork-Chop-400x400.jpg,-0.36025276528661637
2262,Asian Pork Chop with Ginger Soy Sauce,entree,Protein,42,g,https://www.justonecookbook.com/wp-content/uploads/2012/01/Asian-Pork-Chop-400x400.jpg,1.4350845252893227
2263,Asian Pork Chop with Ginger Soy Sauce,entree,Sodium,452,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Asian-Pork-Chop-400x400.jpg,0.12221763272424911
2264,Asian Pork Chop with Ginger Soy Sauce,entree,Potassium,745,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Asian-Pork-Chop-400x400.jpg,0.06230388333615484
2265,Asian Pork Chop with Ginger Soy Sauce,entree,Calcium,13,mg,https://www.justonecookbook.com/wp-content/uploads/2012/01/Asian-Pork-Chop-400x400.jpg,-2.7333680090865
2266,Asparagus Beef Roll Bento,entree,Calories,420,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/01/Asparagus-Beef-Roll-Bento-400x400.jpg,0.04879016416943205
2267,Asparagus Beef Roll Bento,entree,Protein,19,g,https://www.justonecookbook.com/wp-content/uploads/2013/01/Asparagus-Beef-Roll-Bento-400x400.jpg,0.6418538861723947
2268,Asparagus Beef Roll Bento,entree,Sodium,552,mg,https://www.justonecookbook.com/wp-content/uploads/2013/01/Asparagus-Beef-Roll-Bento-400x400.jpg,0.3220834991691132
2269,Asparagus Beef Roll Bento,entree,Potassium,781,mg,https://www.justonecookbook.com/wp-content/uploads/2013/01/Asparagus-Beef-Roll-Bento-400x400.jpg,0.10949481479628125
2270,Asparagus Beef Roll Bento,entree,Calcium,74,mg,https://www.justonecookbook.com/wp-content/uploads/2013/01/Asparagus-Beef-Roll-Bento-400x400.jpg,-0.9942522733438669
2271,Baked Croquette,entree,Calories,187,kcal,https://www.justonecookbook.com/wp-content/uploads/2015/08/Baked-Croquette-400x400.jpg,-0.7603559302533953
2272,Baked Croquette,entree,Protein,9,g,https://www.justonecookbook.com/wp-content/uploads/2015/08/Baked-Croquette-400x400.jpg,-0.10536051565782628
2273,Baked Croquette,entree,Sodium,145,mg,https://www.justonecookbook.com/wp-content/uploads/2015/08/Baked-Croquette-400x400.jpg,-1.0147308046874075
2274,Baked Croquette,entree,Potassium,383,mg,https://www.justonecookbook.com/wp-content/uploads/2015/08/Baked-Croquette-400x400.jpg,-0.6030453458627587
2275,Baked Croquette,entree,Calcium,33,mg,https://www.justonecookbook.com/wp-content/uploads/2015/08/Baked-Croquette-400x400.jpg,-1.8018098050815563
2276,Baked Katsudon (Japanese Crispy Baked Cutlet Rice Bowl),entree,Calories,657,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/05/Baked-Katsudon-9603-I-500x500.jpg,0.4962194713766286
2277,Baked Katsudon (Japanese Crispy Baked Cutlet Rice Bowl),entree,Protein,43,g,https://www.justonecookbook.com/wp-content/uploads/2020/05/Baked-Katsudon-9603-I-500x500.jpg,1.4586150226995167
2278,Baked Katsudon (Japanese Crispy Baked Cutlet Rice Bowl),entree,Sodium,1060,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Baked-Katsudon-9603-I-500x500.jpg,0.9745596399981308
2279,Baked Katsudon (Japanese Crispy Baked Cutlet Rice Bowl),entree,Potassium,692,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Baked-Katsudon-9603-I-500x500.jpg,-0.011494379425735134
2280,Baked Katsudon (Japanese Crispy Baked Cutlet Rice Bowl),entree,Calcium,114,mg,https://www.justonecookbook.com/wp-content/uploads/2020/05/Baked-Katsudon-9603-I-500x500.jpg,-0.5621189181535413
2281,Baked Tonkatsu,entree,Calories,362,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/04/Baked-Tonkatsu-4914-500x500.jpg,-0.0998203352822109
2282,Baked Tonkatsu,entree,Protein,32,g,https://www.justonecookbook.com/wp-content/uploads/2021/04/Baked-Tonkatsu-4914-500x500.jpg,1.1631508098056809
2283,Baked Tonkatsu,entree,Sodium,638,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Baked-Tonkatsu-4914-500x500.jpg,0.4668737362368079
2284,Baked Tonkatsu,entree,Potassium,532,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Baked-Tonkatsu-4914-500x500.jpg,-0.2744368457017603
2285,Baked Tonkatsu,entree,Calcium,97,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Baked-Tonkatsu-4914-500x500.jpg,-0.7236063880446539
2286,BBQ Pork Belly,entree,Calories,1214,kcal,https://www.justonecookbook.com/wp-content/uploads/2012/08/BBQ-Pork-Belly-w600-400x400.jpg,1.1102114245114616
2287,BBQ Pork Belly,entree,Protein,22,g,https://www.justonecookbook.com/wp-content/uploads/2012/08/BBQ-Pork-Belly-w600-400x400.jpg,0.7884573603642703
2288,BBQ Pork Belly,entree,Sodium,373,mg,https://www.justonecookbook.com/wp-content/uploads/2012/08/BBQ-Pork-Belly-w600-400x400.jpg,-0.06988612746416645
2289,BBQ Pork Belly,entree,Potassium,472,mg,https://www.justonecookbook.com/wp-content/uploads/2012/08/BBQ-Pork-Belly-w600-400x400.jpg,-0.3941013494578493
2290,BBQ Pork Belly,entree,Calcium,22,mg,https://www.justonecookbook.com/wp-content/uploads/2012/08/BBQ-Pork-Belly-w600-400x400.jpg,-2.2072749131897207
2291,Lemon Chicken,entree,Calories,447,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/09/Lemon-Chicken-NEW-400x400.jpg,0.1110940475055868
2292,Lemon Chicken,entree,Protein,30,g,https://www.justonecookbook.com/wp-content/uploads/2011/09/Lemon-Chicken-NEW-400x400.jpg,1.0986122886681098
2293,Lemon Chicken,entree,Sodium,815,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Lemon-Chicken-NEW-400x400.jpg,0.7117235661328808
2294,Lemon Chicken,entree,Potassium,702,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Lemon-Chicken-NEW-400x400.jpg,0.0028530689824064807
2295,Lemon Chicken,entree,Calcium,38,mg,https://www.justonecookbook.com/wp-content/uploads/2011/09/Lemon-Chicken-NEW-400x400.jpg,-1.6607312068216509
2296,Beef Donburi with Shiso Garlic Soy Sauce,entree,Calories,484,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/04/Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-NEW-400x400.jpg,0.1906203596086497
2297,Beef Donburi with Shiso Garlic Soy Sauce,entree,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2011/04/Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-NEW-400x400.jpg,1.0647107369924282
2298,Beef Donburi with Shiso Garlic Soy Sauce,entree,Sodium,1026,mg,https://www.justonecookbook.com/wp-content/uploads/2011/04/Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-NEW-400x400.jpg,0.9419584786227329
2299,Beef Donburi with Shiso Garlic Soy Sauce,entree,Potassium,694,mg,https://www.justonecookbook.com/wp-content/uploads/2011/04/Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-NEW-400x400.jpg,-0.008608374536600164
2300,Beef Donburi with Shiso Garlic Soy Sauce,entree,Calcium,24,mg,https://www.justonecookbook.com/wp-content/uploads/2011/04/Beef-Donburi-with-Shiso-Garlic-Soy-Sauce-NEW-400x400.jpg,-2.120263536200091
2301,Beef and Green Pepper Stir Fry (Chinjao Rosu),entree,Calories,301,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/11/Beef-and-Green-Pepper-Stir-Fry-0882-I-500x500.jpg,-0.2843542823591063
2302,Beef and Green Pepper Stir Fry (Chinjao Rosu),entree,Protein,18,g,https://www.justonecookbook.com/wp-content/uploads/2020/11/Beef-and-Green-Pepper-Stir-Fry-0882-I-500x500.jpg,0.5877866649021191
2303,Beef and Green Pepper Stir Fry (Chinjao Rosu),entree,Sodium,1057,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Beef-and-Green-Pepper-Stir-Fry-0882-I-500x500.jpg,0.9717254387622557
2304,Beef and Green Pepper Stir Fry (Chinjao Rosu),entree,Potassium,377,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Beef-and-Green-Pepper-Stir-Fry-0882-I-500x500.jpg,-0.6188351475953939
2305,Beef and Green Pepper Stir Fry (Chinjao Rosu),entree,Calcium,22,mg,https://www.justonecookbook.com/wp-content/uploads/2020/11/Beef-and-Green-Pepper-Stir-Fry-0882-I-500x500.jpg,-2.2072749131897207
2306,BBQ Short Ribs,entree,Calories,346,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/06/BBQ-Short-Ribs-2597-I-500x500.jpg,-0.14502577205025774
2307,BBQ Short Ribs,entree,Protein,33,g,https://www.justonecookbook.com/wp-content/uploads/2020/06/BBQ-Short-Ribs-2597-I-500x500.jpg,1.1939224684724346
2308,BBQ Short Ribs,entree,Sodium,734,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/BBQ-Short-Ribs-2597-I-500x500.jpg,0.6070444815065336
2309,BBQ Short Ribs,entree,Potassium,617,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/BBQ-Short-Ribs-2597-I-500x500.jpg,-0.12621131113801684
2310,BBQ Short Ribs,entree,Calcium,23,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/BBQ-Short-Ribs-2597-I-500x500.jpg,-2.162823150618887
2311,Beef Teriyaki,entree,Calories,555,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/09/Beef-Teriyaki-9619-I-1-500x500.jpg,0.3275035666384525
2312,Beef Teriyaki,entree,Protein,47,g,https://www.justonecookbook.com/wp-content/uploads/2020/09/Beef-Teriyaki-9619-I-1-500x500.jpg,1.547562508716013
2313,Beef Teriyaki,entree,Sodium,1078,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Beef-Teriyaki-9619-I-1-500x500.jpg,0.9913982043609604
2314,Beef Teriyaki,entree,Potassium,618,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Beef-Teriyaki-9619-I-1-500x500.jpg,-0.12459187758571386
2315,Beef Teriyaki,entree,Calcium,27,mg,https://www.justonecookbook.com/wp-content/uploads/2020/09/Beef-Teriyaki-9619-I-1-500x500.jpg,-2.0024805005437076
2316,Beef Udon,entree,Calories,579,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/11/Beef-Udon-4306-I-500x500.jpg,0.3698379304650133
2317,Beef Udon,entree,Protein,32,g,https://www.justonecookbook.com/wp-content/uploads/2021/11/Beef-Udon-4306-I-500x500.jpg,1.1631508098056809
2318,Beef Udon,entree,Sodium,976,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Beef-Udon-4306-I-500x500.jpg,0.8919980393051105
2319,Beef Udon,entree,Potassium,353,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Beef-Udon-4306-I-500x500.jpg,-0.6846122781101078
2320,Beef Udon,entree,Calcium,35,mg,https://www.justonecookbook.com/wp-content/uploads/2021/11/Beef-Udon-4306-I-500x500.jpg,-1.742969305058623
2321,Miso Cod (Black Cod with Miso),entree,Calories,136,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/02/Miso-Cod-Black-Cod-with-Miso-2-I-500x500.jpg,-1.0788096613719298
2322,Miso Cod (Black Cod with Miso),entree,Protein,27,g,https://www.justonecookbook.com/wp-content/uploads/2021/02/Miso-Cod-Black-Cod-with-Miso-2-I-500x500.jpg,0.9932517730102834
2323,Miso Cod (Black Cod with Miso),entree,Sodium,705,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Miso-Cod-Black-Cod-with-Miso-2-I-500x500.jpg,0.5667332557042867
2324,Miso Cod (Black Cod with Miso),entree,Potassium,411,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Miso-Cod-Black-Cod-with-Miso-2-I-500x500.jpg,-0.53248712054717
2325,Miso Cod (Black Cod with Miso),entree,Calcium,17,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Miso-Cod-Black-Cod-with-Miso-2-I-500x500.jpg,-2.4651040224918206
2326,Black Sesame Dan Dan Noodles,entree,Calories,788,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/08/Black-Sesame-Dan-Dan-Noodles-I-1-500x500.jpg,0.6780335427498971
2327,Black Sesame Dan Dan Noodles,entree,Protein,30,g,https://www.justonecookbook.com/wp-content/uploads/2020/08/Black-Sesame-Dan-Dan-Noodles-I-1-500x500.jpg,1.0986122886681098
2328,Black Sesame Dan Dan Noodles,entree,Sodium,1132,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Black-Sesame-Dan-Dan-Noodles-I-1-500x500.jpg,1.0402767116551463
2329,Black Sesame Dan Dan Noodles,entree,Potassium,659,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Black-Sesame-Dan-Dan-Noodles-I-1-500x500.jpg,-0.060356800540897496
2330,Black Sesame Dan Dan Noodles,entree,Calcium,196,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Black-Sesame-Dan-Dan-Noodles-I-1-500x500.jpg,-0.020202707317519466
2331,Bone-In Chicken Curry,entree,Calories,614,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/04/Bone-in-Chicken-Curry-6790-I-500x500.jpg,0.4285303810391604
2332,Bone-In Chicken Curry,entree,Protein,32,g,https://www.justonecookbook.com/wp-content/uploads/2021/04/Bone-in-Chicken-Curry-6790-I-500x500.jpg,1.1631508098056809
2333,Bone-In Chicken Curry,entree,Sodium,1054,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Bone-in-Chicken-Curry-6790-I-500x500.jpg,0.9688831819933256
2334,Bone-In Chicken Curry,entree,Potassium,840,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Bone-in-Chicken-Curry-6790-I-500x500.jpg,0.1823215567939546
2335,Bone-In Chicken Curry,entree,Calcium,92,mg,https://www.justonecookbook.com/wp-content/uploads/2021/04/Bone-in-Chicken-Curry-6790-I-500x500.jpg,-0.7765287894989963
2336,Braised Carnitas,entree,Calories,502,kcal,https://www.justonecookbook.com/wp-content/uploads/2011/05/Braised-Carnitas-w600-400x400.jpg,0.22713557258374711
2337,Braised Carnitas,entree,Protein,35,g,https://www.justonecookbook.com/wp-content/uploads/2011/05/Braised-Carnitas-w600-400x400.jpg,1.252762968495368
2338,Braised Carnitas,entree,Sodium,349,mg,https://www.justonecookbook.com/wp-content/uploads/2011/05/Braised-Carnitas-w600-400x400.jpg,-0.13639262490555476
2339,Braised Carnitas,entree,Potassium,640,mg,https://www.justonecookbook.com/wp-content/uploads/2011/05/Braised-Carnitas-w600-400x400.jpg,-0.08961215868968717
2340,Braised Carnitas,entree,Calcium,56,mg,https://www.justonecookbook.com/wp-content/uploads/2011/05/Braised-Carnitas-w600-400x400.jpg,-1.2729656758128873
2341,Braised Herb Chicken with Shio Koji,entree,Calories,743,kcal,https://www.justonecookbook.com/wp-content/uploads/2019/10/Braised-Herb-Chicken-with-Shio-Koji-3202-I-500x500.jpg,0.6192314976097771
2342,Braised Herb Chicken with Shio Koji,entree,Protein,38,g,https://www.justonecookbook.com/wp-content/uploads/2019/10/Braised-Herb-Chicken-with-Shio-Koji-3202-I-500x500.jpg,1.33500106673234
2343,Braised Herb Chicken with Shio Koji,entree,Sodium,727,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Braised-Herb-Chicken-with-Shio-Koji-3202-I-500x500.jpg,0.5974619304255373
2344,Braised Herb Chicken with Shio Koji,entree,Potassium,1653,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Braised-Herb-Chicken-with-Shio-Koji-3202-I-500x500.jpg,0.8592667627776194
2345,Braised Herb Chicken with Shio Koji,entree,Calcium,102,mg,https://www.justonecookbook.com/wp-content/uploads/2019/10/Braised-Herb-Chicken-with-Shio-Koji-3202-I-500x500.jpg,-0.6733445532637656
2346,Braised Pork Belly Bento,entree,Calories,587,kcal,https://www.justonecookbook.com/wp-content/uploads/2013/03/Kakuni-Bento-400x400.jpg,0.3835602727201145
2347,Braised Pork Belly Bento,entree,Protein,16,g,https://www.justonecookbook.com/wp-content/uploads/2013/03/Kakuni-Bento-400x400.jpg,0.47000362924573563
2348,Braised Pork Belly Bento,entree,Sodium,467,mg,https://www.justonecookbook.com/wp-content/uploads/2013/03/Kakuni-Bento-400x400.jpg,0.1548647105609153
2349,Braised Pork Belly Bento,entree,Potassium,458,mg,https://www.justonecookbook.com/wp-content/uploads/2013/03/Kakuni-Bento-400x400.jpg,-0.4242111509292198
2350,Braised Pork Belly Bento,entree,Calcium,74,mg,https://www.justonecookbook.com/wp-content/uploads/2013/03/Kakuni-Bento-400x400.jpg,-0.9942522733438669
2351,Bulgogi (Korean Grilled Beef),entree,Calories,480,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/06/Bulgogi-Korean-Grilled-Beef-9238-I-500x500.jpg,0.1823215567939546
2352,Bulgogi (Korean Grilled Beef),entree,Protein,36,g,https://www.justonecookbook.com/wp-content/uploads/2020/06/Bulgogi-Korean-Grilled-Beef-9238-I-500x500.jpg,1.2809338454620642
2353,Bulgogi (Korean Grilled Beef),entree,Sodium,582,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/Bulgogi-Korean-Grilled-Beef-9238-I-500x500.jpg,0.3750059006234559
2354,Bulgogi (Korean Grilled Beef),entree,Potassium,603,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/Bulgogi-Korean-Grilled-Beef-9238-I-500x500.jpg,-0.14916313831621922
2355,Bulgogi (Korean Grilled Beef),entree,Calcium,52,mg,https://www.justonecookbook.com/wp-content/uploads/2020/06/Bulgogi-Korean-Grilled-Beef-9238-I-500x500.jpg,-1.3470736479666092
2356,Bulgogi Onigirazu,entree,Calories,729,kcal,https://www.justonecookbook.com/wp-content/uploads/2016/02/Bulgogi-Onigirazu-400x400.jpg,0.6002091849006762
2357,Bulgogi Onigirazu,entree,Protein,33,g,https://www.justonecookbook.com/wp-content/uploads/2016/02/Bulgogi-Onigirazu-400x400.jpg,1.1939224684724346
2358,Bulgogi Onigirazu,entree,Sodium,759,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Bulgogi-Onigirazu-400x400.jpg,0.640537230287648
2359,Bulgogi Onigirazu,entree,Potassium,951,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Bulgogi-Onigirazu-400x400.jpg,0.3064337275019856
2360,Bulgogi Onigirazu,entree,Calcium,170,mg,https://www.justonecookbook.com/wp-content/uploads/2016/02/Bulgogi-Onigirazu-400x400.jpg,-0.16251892949777494
2361,Buri Daikon (Simmered Yellowtail and Daikon),entree,Calories,174,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/02/Buri-Daikon-3901-I-1-500x500.jpg,-0.8324092478934529
2362,Buri Daikon (Simmered Yellowtail and Daikon),entree,Protein,25,g,https://www.justonecookbook.com/wp-content/uploads/2021/02/Buri-Daikon-3901-I-1-500x500.jpg,0.9162907318741551
2363,Buri Daikon (Simmered Yellowtail and Daikon),entree,Sodium,577,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Buri-Daikon-3901-I-1-500x500.jpg,0.3663777194001175
2364,Buri Daikon (Simmered Yellowtail and Daikon),entree,Potassium,732,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Buri-Daikon-3901-I-1-500x500.jpg,0.04470017891790699
2365,Buri Daikon (Simmered Yellowtail and Daikon),entree,Calcium,76,mg,https://www.justonecookbook.com/wp-content/uploads/2021/02/Buri-Daikon-3901-I-1-500x500.jpg,-0.9675840262617056
2366,Butadon (Pork Donburi),entree,Calories,408,kcal,https://www.justonecookbook.com/wp-content/uploads/2020/08/Butadon-0863-I-1-500x500.jpg,0.01980262729617973
2367,Butadon (Pork Donburi),entree,Protein,29,g,https://www.justonecookbook.com/wp-content/uploads/2020/08/Butadon-0863-I-1-500x500.jpg,1.0647107369924282
2368,Butadon (Pork Donburi),entree,Sodium,1017,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Butadon-0863-I-1-500x500.jpg,0.933147848940578
2369,Butadon (Pork Donburi),entree,Potassium,481,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Butadon-0863-I-1-500x500.jpg,-0.37521306493764345
2370,Butadon (Pork Donburi),entree,Calcium,16,mg,https://www.justonecookbook.com/wp-content/uploads/2020/08/Butadon-0863-I-1-500x500.jpg,-2.5257286443082556
2371,Butter Shoyu Chicken,entree,Calories,659,kcal,https://www.justonecookbook.com/wp-content/uploads/2021/05/Butter-Shoyu-Chicken-6001-I-500x500.jpg,0.49925898739452523
2372,Butter Shoyu Chicken,entree,Protein,38,g,https://www.justonecookbook.com/wp-content/uploads/2021/05/Butter-Shoyu-Chicken-6001-I-500x500.jpg,1.33500106673234
2373,Butter Shoyu Chicken,entree,Sodium,1016,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Butter-Shoyu-Chicken-6001-I-500x500.jpg,0.9321640810304452
2374,Butter Shoyu Chicken,entree,Potassium,476,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Butter-Shoyu-Chicken-6001-I-500x500.jpg,-0.3856624808119846
2375,Butter Shoyu Chicken,entree,Calcium,22,mg,https://www.justonecookbook.com/wp-content/uploads/2021/05/Butter-Shoyu-Chicken-6001-I-500x500.jpg,-2.2072749131897207
2376,California Roll,entree,Calories,320,kcal,https://www.justonecookbook.com/wp-content/uploads/2014/10/California-Roll-400x400.jpg,-0.2231435513142097
2377,California Roll,entree,Protein,10,g,https://www.justonecookbook.com/wp-content/uploads/2014/10/California-Roll-400x400.jpg,0
2378,California Roll,entree,Sodium,204,mg,https://www.justonecookbook.com/wp-content/uploads/2014/10/California-Roll-400x400.jpg,-0.6733445532637656
